,Forum_Cateogory,Forum_Name,Topic,PosetedBy,PostedDate,PostedDetail
96,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",I guess we need to actually use WP to find the issues. Did find signature editing a second ago! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
97,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","The 0% profile issue seems sorted now. Well done, TomSTG!"
98,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",I've just edited the topic title so that people can add any bugs they find to this thread. I will now merge the bugs from the other topic too..
99,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019","We seem to be getting some spammers posting. Interestingly, they all registered in 2018, so it may just be a coincidence.
Please let me know if you see any spam posts so I can delete them
Many thanks to @Chris Kippax
Adam :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
100,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 26, 2019","  On 7/25/2019 at 12:06 PM, tomstgeorge said:
 - we will find a better solution for recent topics, please bear with us!
https://wetpixel.com/forums/index.php?/discover
New link for recent topics works for me!
Edited July 26, 2019 by Tom_Kline
grammar :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
101,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 26, 2019","Link works for me too!
I think I have killed the source of the spam members, but please let me know if you see any more..
Adam"
102,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? "
103,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Not a bug - but a compliment (shock, horror): I really like the layout - very clean looking; and the auto stream update is a nice feature."
104,ADMINISTRATION,Announcements,Forum update - bug reports here please,Chris Kippax,"July 26, 2019","Yep, echoing Tim's comments new format is definitely more 21st century. Easy on the eyes with nice contrast and clean lines. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
105,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks"
106,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:26 AM, Davide DB said:
Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks
Hi Davide
If you click your name in the very top right hand corner of the screen, you'll see the option Profile. Go into that and you can change all sorts of things...."
107,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
108,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
    Yep, pretty cool
Have you tried “Cover photo”? :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
109,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  Hi Davide DB

I have enabled Cover Photos for all members. If you click on your name in the top right and then select profile you should now be able to choose a cover photo. :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
110,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Ah ok
I'm pretty sure it wasn't enabled before.
Thank you all :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
111,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 1:40 AM, TimG said:
Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? 
Hi TimG
You should now be able to manage this setting:

- click on your name top right and choose Account Settings
- choose Notification Settings in the right hand panel
- the first part of the page is some general settings but if you scroll down you will find controls to setup exactly what gets sent as an email and/or a notification
  cheers
tag"
112,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Adam, and thank you everyone for your patience!

Hopefully we've ironed out most of the issues from the update and server migration but if you find anything amiss please let us know.
One thing I've just spotted is the country flag under a members details is not working, I will try to get that fixed asap.
  cheers
tsg :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
113,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","I am not seeing a reply to thread so started this new one (green button obvious). Also I cannot find a recent topics button. Using Firefox on a Mac.
Tom
PS I just now did see a reply to topic (green button) on a thread started by Interceptor but still am not seeing one in this topic or Adam's in the announcement forum. Hence I am using edit.
Edited July 25, 2019 by Tom_Kline
unable to otherwise reply to this thread. later: fixed grammar"
114,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Tom
I will look into it. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
115,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",Reply button now present!!! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
116,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","The ""topics"" box (lower right) contains just a few and does not seem to be bookmarkable. Not a satisfactory replacement in my book."
117,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",Tapatalk is not working currently. I'm working on it...
118,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it."
119,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","  On 7/25/2019 at 11:43 AM, TimG said:
Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it.
Maybe that is why signatures are missing, just now noticed by me after making a post on another thread.
PS. Signature suddenly appeared! Did NOT see signature editing in my profile a minute ago.
Edited July 25, 2019 by Tom_Kline
update"
120,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks for the bug reports guys.
 - I have re-enabled signatures.
 - we are aware of the 0% profile issue, it is not registering complete profile if any of the fields are empty, I'm looking at it now.
 - we will find a better solution for recent topics, please bear with us! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
121,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",I guess we need to actually use WP to find the issues. Did find signature editing a second ago! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
122,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","The 0% profile issue seems sorted now. Well done, TomSTG!"
123,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",I've just edited the topic title so that people can add any bugs they find to this thread. I will now merge the bugs from the other topic too..
124,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019","We seem to be getting some spammers posting. Interestingly, they all registered in 2018, so it may just be a coincidence.
Please let me know if you see any spam posts so I can delete them
Many thanks to @Chris Kippax
Adam :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
125,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 26, 2019","  On 7/25/2019 at 12:06 PM, tomstgeorge said:
 - we will find a better solution for recent topics, please bear with us!
https://wetpixel.com/forums/index.php?/discover
New link for recent topics works for me!
Edited July 26, 2019 by Tom_Kline
grammar :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
126,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 26, 2019","Link works for me too!
I think I have killed the source of the spam members, but please let me know if you see any more..
Adam"
127,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? "
128,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Not a bug - but a compliment (shock, horror): I really like the layout - very clean looking; and the auto stream update is a nice feature."
129,ADMINISTRATION,Announcements,Forum update - bug reports here please,Chris Kippax,"July 26, 2019","Yep, echoing Tim's comments new format is definitely more 21st century. Easy on the eyes with nice contrast and clean lines. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
130,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks"
131,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:26 AM, Davide DB said:
Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks
Hi Davide
If you click your name in the very top right hand corner of the screen, you'll see the option Profile. Go into that and you can change all sorts of things...."
132,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
133,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
    Yep, pretty cool
Have you tried “Cover photo”? :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
134,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  Hi Davide DB

I have enabled Cover Photos for all members. If you click on your name in the top right and then select profile you should now be able to choose a cover photo. :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
135,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Ah ok
I'm pretty sure it wasn't enabled before.
Thank you all :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
136,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 1:40 AM, TimG said:
Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? 
Hi TimG
You should now be able to manage this setting:

- click on your name top right and choose Account Settings
- choose Notification Settings in the right hand panel
- the first part of the page is some general settings but if you scroll down you will find controls to setup exactly what gets sent as an email and/or a notification
  cheers
tag"
137,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,adamhanlon,"July 22, 2019","Dear Wetpixel community,
  We are changing our servers and updating the site in order to provide some exciting new features and functionality over the next few months. Many apologies for the inconvenience, but this means that we will need to take the forums offline for around 24 hours.
  We plan to do so from 1500 GMT (1100 ET/0800PT) on Wednesday 24 July and hope to have everything back up and running by the same time on Thursday 25 July.
  The front page should not be affected, nor will our social media accounts. I will be posting updates on our Facebook page (https://www.facebook.com/Wetpixel/) and twitter.
  Thank you in advance for your understanding and please bear with us while we get the site updated.
  All the best
  Adam"
138,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,trimix125,"July 22, 2019","Hi Adam,
Thank you for keeping this forum the best of it kind!
Allways trying to keep the software up to date, giving us new features....
Looking forward to see what you plan for us.

As a moderator in a complete different forum in content and how it is run,
i am happy how it is done here.

Regards,
Wolfgang
Edited July 22, 2019 by trimix125 :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
139,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,adamhanlon,"July 24, 2019","Thank you Wolfgang!
  Just a reminder that the forum will be offline from today (Weds 24 July) until (hopefully) 1500 GMT on Thursday 25 July.
  Thank you for your patience...
  All the best
  Adam"
140,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,TimG,"July 24, 2019","Fingers crossed!
    See y'all on the Other Side...... :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_crazy.gif"
141,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,Alex_Mustard,"July 24, 2019",Best of luck
142,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,thetrickster,"July 24, 2019",Good Luck Adam!
143,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,adamhanlon,"July 25, 2019","So it seems we are back!
Please feel free to check out the updated forums and report any bugs that you may find...
Heartfelt thanks to Tom St.George who did all the hard work
Thank you all for your patience too..
All the best
Adam"
144,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,TimG,"July 25, 2019","Wooohooo! Well done, Adam. Some initial trouble being able to log-in but that has just corrected itself!"
145,ADMINISTRATION,Announcements,Wetpixel changes ownership,adamhanlon,"December 6, 2018","We are delighted to announce that effective 01 December 2018, Wetpixel will become fully owned by Adam Hanlon.


Wetpixel will continue to be the leading resource for underwater image makers, with Adam now being able to devote considerably more time to developing new features and time to the brand. As the editor for the past 7 years, Adam has amassed a great deal of experience running the Wetpixel community and is excited to maintain and expand this amazing resource.


Adam would like to publicly acknowledge Eric Cheng, Wetpixel’s former owner, for his leading role as an underwater image maker, technical innovator and resource developer. Eric worked for 17 years to build Wetpixel in an active and vibrant community where techniques, imagery, and information are freely shared.

Wetpixel will continue to run and function as it does now, with exciting new features and further developments being added over the next few months. We are very excited about Wetpixel’s future! Please keep checking back on Wetpixel.com for updates and future plans.


Eric will continue to be involved with Wetpixel as an advisor.



Adam welcomes any feedback or ideas about Wetpixel and its future development. Please email or PM him if you have any input or ideas."
146,ADMINISTRATION,Announcements,Wetpixel changes ownership,dreifish,"January 3, 2019",Nice Adam! Best of luck going forward. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
147,ADMINISTRATION,Announcements,Wetpixel changes ownership,tursiops,"January 3, 2019",Thanks to you both!
148,ADMINISTRATION,Announcements,Wetpixel changes ownership,murlou,"January 4, 2019","Congratulations Adam, and many thanks to Eric for his sterling work over the years."
149,ADMINISTRATION,Announcements,Wetpixel changes ownership,Cerianthus,"January 4, 2019","Welcome Adam ! Gerard hopes Adam will stop talking about himself in the third person.
  Cheers
Gerard"
150,ADMINISTRATION,Announcements,Wetpixel changes ownership,okuma,"January 5, 2019",Good for you!
151,ADMINISTRATION,Announcements,Wetpixel changes ownership,digital-scuba,"June 15, 2019",Congrats Adam :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png
152,ADMINISTRATION,Announcements,Forum Structure Changes,adamhanlon,"July 2, 2018","Dear Wetpixel community,
  Those of you logging on this morning will notice some changes in the forum structure.
  We decided to rationalize the number of forums. The growth of social media, despite its shortcomings as as a venue for finding advice, has somewhat reduced the number of posts that are being made here, so it makes sense to reduce forums that have been used less.
  Suffice to say that (hopefully) no posts have been removed and the search function still works to find existing ones. The goal is maintain the the amazing amount of information and support available, without the somewhat bloated structure.
  Please have a look around the new structure, and give us any appropriate feedback.
  Thank you!
  Adam"
153,ADMINISTRATION,Announcements,Forum Structure Changes,Deep6,"July 5, 2018","Hi Adam,
  Thank you for your hard work and diligence in maintaining this site. BUT, I strongly prefer the granularity of the former structure.
  Best Regards,
Bob"
154,ADMINISTRATION,Announcements,Forum Structure Changes,marcw,"July 5, 2018",May i ask which social media sites are now in-place of WetPixel. I do not use face book or twitter in anyway that has the same content.
155,ADMINISTRATION,Announcements,Forum Structure Changes,Tom_Kline,"July 5, 2018",I had not noticed this until this thread appeared in 'new content' which is what I have bookmarked to get to WP. It looks like commercial ads are gone????
156,ADMINISTRATION,Announcements,Forum Structure Changes,errbrr,"July 5, 2018","I normally go in via new content as well, though I admit last time I wanted to start a thread I pondered where exactly to put it. Looks much simpler now.
  A silly question - are we going to see reinstatement of the photo of the week competition? That drove a lot of traffic to the site and improved the forums in turn."
157,ADMINISTRATION,Announcements,Forum Structure Changes,polonetsivan,"July 6, 2018","The changes are a bit confusing, but you can understand"
158,ADMINISTRATION,Announcements,Forum Structure Changes,makar0n,"July 24, 2018","Hmm if i might suggest - could we please separate out DYI forum again ?
It was a good repository of all great build-your-own-thing ideas from wetpixel members ...now its a real pain to find. Just today was searching for some snoot ideas - had to sift through hundreds of hits everywhere else, since these were discussed on almost every single form out there :s
  Luckily bookmarked a few other topics, otherwise would face hours with the search function
Edited July 24, 2018 by makar0n :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_biggrin.png :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
159,ADMINISTRATION,Announcements,Forum Structure Changes,SMY,"July 29, 2018","  On 7/24/2018 at 1:23 AM, makar0n said:
Hmm if i might suggest - could we please separate out DYI forum again ?
It was a good repository of all great build-your-own-thing ideas from wetpixel members ...now its a real pain to find. Just today was searching for some snoot ideas - had to sift through hundreds of hits everywhere else, since these were discussed on almost every single form out there :s
  Luckily bookmarked a few other topics, otherwise would face hours with the search function
I like the proposal of marar0n....I have the same problems...
  Sascha :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_biggrin.png"
160,ADMINISTRATION,Announcements,Forum Structure Changes,makar0n,"November 6, 2018",Knock knock dear admins....we could really use a DYI forum section :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png
161,ADMINISTRATION,Announcements,Forum Structure Changes,tursiops,"November 28, 2018","My ""new content"" tab no longer finds any new content. Is this related to the changes announced in this thread, or do i have some other problem?

  On 11/27/2018 at 8:05 PM, tursiops said:
My ""new content"" tab no longer finds any new content. Is this related to the changes announced in this thread, or do i have some other problem?
Never mind. Duh. Cockpit error."
162,ADMINISTRATION,Announcements,Wetpixel outages,adamhanlon,"September 15, 2014","Wetpixel would like to apologize to the community for the extended outage that we have been experiencing here on the site. Our hosting company has some serious server issues, and despite our nagging, cajoling and even at one point (I am ashamed to say) threatening, they seem very slow to manage to fix them. As a result, the site went down and to be frank, may do so again. We know how frustrating this is to you all (as it is to us too) and thank you all for bearing with us.

We hope the issues are now at an end, but it seems that their repairs are not complete, and it seems likely that there will be further disruption. If the site isn’t working, please let us know via our Facebook group. Apologies in advance."
163,ADMINISTRATION,Announcements,Wetpixel outages,TimG,"September 15, 2014","Thanks for letting us know, Adam - and for all that was done to resolve the situation - even if we may have further outages...
  Man, I thought my life had ended. I need to get out more...
  Welcome back!
  :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_notworthy.gif :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
164,ADMINISTRATION,Announcements,Wetpixel down for most of the day,echeng,"December 13, 2013","Hello, everyone. Apologies: Wetpixel was down for much of the day. Our host had a server issue, which took the site down, corrupting one of the tables in our database. It took some time to repair the database, but we appear to be back up and running. Please let us know if you see anything strange..."
165,ADMINISTRATION,Announcements,Comments are now active on the front page,echeng,"February 28, 2013","Hello, everyone. Front page articles and Full Frame features now support comments. Older comments migrated from the old system have all of their old comments intact, but new comments have been disabled."
166,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,echeng,"February 19, 2013","Hello, everyone. The new Wetpixel embeds videos and pictures very differently than does the old one. There is no more need to use bbcode (bbcode for images will still work, but bbcode for video embeds will no longer work). To embed, just paste the URL into the body. We currently support:
jpg
gif
png
YouTube
Google Video
MySpace Video
GameTrailers
Flickr Image Set
MP3
Vimeo
Lytro living pictures
Flickr Video (removed 2/25/13)
Windows Media Player (hosted .wmv files)
I'd love to support Flickr images, as well, but their embeds are a little more complicated. I have to give it another try.
  Any other embed desires?"
167,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,Ronyx,"February 19, 2013",Smugmug?
168,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,echeng,"February 19, 2013","I wish! Smugmug has a bunch of IDs in its URL, and some of the code used in the embed is not discoverable by URL.
  Here's a typical URL:
    http://photos.echeng.com/Prints/Print-Sales/3381454_KFBCGG#!i=189233567&k=2GxQNf6
  ... and how it wants to be embedded:
    <a href=""http://photos.echeng.com/Prints/Print-Sales/3381454_KFBCGG#!i=189233567&k=2GxQNf6&lb=1&s=A"" title=""Juvenile loggerhead turtle (Caretta caretta) being released into the wild in Palm Beach, Florida""><img src=""http://photos.echeng.com/Prints/Print-Sales/i-2GxQNf6/2/M/echeng10082-M.jpg"" title=""Juvenile loggerhead turtle (Caretta caretta) being released into the wild in Palm Beach, Florida"" alt=""Juvenile loggerhead turtle (Caretta caretta) being released into the wild in Palm Beach, Florida""></a>
  I don't see the filename (""echeng10082-M"") in the URL, so I don't think I can do automatic embedding."
169,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,Ronyx,"February 19, 2013",Oh well it was worth asking. I guess it works for the ADVrider.com forum as that site was created by the Smugmug people
170,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,echeng,"February 19, 2013","Yeah. Well, if I hack something that uses the Smugmug API, it may be possible. Do you have a link to a post with a URL-embedded Smugmug picture on that forum? Maybe there's another way."
171,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,Ronyx,"February 19, 2013","Eric,
  Here is the thread http://advrider.com/forums/showthread.php?p=20763842#post20763842
  this uses a BBCode link.
    This uses a photo link:
  http://scottpowell.smugmug.com/Motorcycles/MLW-2011-1/i-zLzH7tD/1/M/Powell_20110522_8871-M.jpg
Edited February 19, 2013 by Ronyx :attached image URL: http://revelstoker.smugmug.com/Motorcycles/MLW-11/i-rQjKfPn/0/M/MLW%20%2711%20054-M.jpg"
172,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,echeng,"February 20, 2013",Thank you. Do you know offhand the format of the bbcode link?
173,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,Ronyx,"February 20, 2013","Does this help. This one is for a different picture
Edited February 20, 2013 by Ronyx"
174,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,echeng,"February 20, 2013",Oh. You can always use the standard image bbcode to embed things. That is no problem. But I can't get enough information from the main URL to auto-embed.
175,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,Ronyx,"February 20, 2013","Lol, I had a feeling I didn't know what I was talking about. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
176,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,liquidguru,"February 21, 2013",Good to have an upgrade. Thanks. But this means that every bit of video that has ever been posted/embedded here now no longer displays?
177,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,echeng,"February 21, 2013",That is true. I'll add to my list a TODO item to go back and revive all of them.
178,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,liquidguru,"February 22, 2013","  On 2/21/2013 at 1:32 PM, echeng said:
That is true. I'll add to my list a TODO item to go back and revive all of them.
Thanks Eric. And thanks for the RSS feeds again. Working perfectly."
179,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,rtrski,"February 22, 2013","  On 2/19/2013 at 9:50 AM, echeng said:
...I'd love to support Flickr images, as well, but their embeds are a little more complicated. I have to give it another try.
  Any other embed desires?
I noticed that if you link to the 'set' link in Flickr, it shows up automatically as a flash-based slide show here. Just checked and one I posted like that before the migration still works. I think Flickr is just fine, with this."
180,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,echeng,"February 25, 2013","I've removed the Flickr video embed. The regexp system here for matching is a bit weird, and I can't find a way to match only embedded video while leaving other Flickr links alone. So your Flickr URLs should all work again without creating the empty embed. Flickr sets still work."
181,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,Prop Joe,"February 26, 2013","Imageshack?
I'm not sure anyone uses it, except me...
  Edit: Thanks for the site by the way.
Edited February 26, 2013 by Prop Joe"
182,ADMINISTRATION,Announcements,Embedding media on the new Wetpixel,echeng,"February 27, 2013",Heh. Probably not popular enough to support... :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png
183,ADMINISTRATION,Announcements,Wetpixel to receive a major upgrade,adamhanlon,"February 13, 2013","Over the next few days, Wetpixel will be undergoing a major facelift. We are really excited to be rolling out a major new and updated design that will not only feature a modern and up-to-date appearance, but also incorporate a number of improvements in the ways that you will be able to interact with and browse the site.
  The work on the site will mean that we will have to limit access for a while. We do not plan to shut it down, but you may not be able to post for a while. Please accept our profound apologies for this, but rest assured that we will try to get things back to normal as swiftly as we can. Once the new design is up and running, we will be asking for the community's help and support in finding bugs and quirks. I will start a new forum thread for this purpose once we are ready to get your feedback. Once again, apologies in advance for any inconvenience, and we hope that you will find the changes as exciting as we anticipate they will be.
  Adam"
184,ADMINISTRATION,Announcements,Wetpixel to receive a major upgrade,echeng,"February 19, 2013","Hello, everyone. We are live! The announcement post is here:
http://wetpixel.com/articles/wetpixels-new-design
  ... and you can leave feedback about it here:
http://wetpixel.com/forums/index.php?showtopic=49550"
185,ADMINISTRATION,Announcements,Spam posts,adamhanlon,"November 21, 2012","Hi all,
  We seem to have been hit with a wave of spam posts of late and I thought I should give everyone some information about them.
  First: The site's security is intact, Wetpixel is entirely safe to browse and interact with. These spammers are humans that are getting in and registering their profiles just like any other member.
  Second: The admins and moderators are working hard to control this. Once we see, or are alerted to, a spam post, the poster is immediately banned and their posts removed. If there is any delay, it is only due to time zones and folks being busy with other things
  Third: Many of you have been active in letting us know when spam has been posted. Please keep this up. The more eyes we have on the lookout for spam, the quicker and better we can deal with it. Please use the REPORT button located under every post on the right side:
    We hope that this is a temporary thing and that the spammers will get bored and go and annoy someone else. In the meantime though, we are sorry that some of the spam gets through.
  All the best
  Adam :attached image URL: http://images.wetpixel.com/forums//public/style_emoticons/default/smile.png :attached image URL: https://wetpixel.com/forums/uploads/monthly_11_2012/post-1861-0-53140100-1353911176_thumb.jpg"
186,ADMINISTRATION,Announcements,Spam posts,Timmoranuk,"November 24, 2012","Adam, fresh spam here http://wetpixel.com/forums/index.php?showtopic=48609&hl=
  HTH, Tim"
187,ADMINISTRATION,Announcements,Spam posts,MikeVeitch,"November 24, 2012","gone! thanks Tim.
The best way for folks to report a spammer is on the bottom of the offending post, you will see series of buttons on the bottom right, one of which says, Report.. just click on that and fill in the word spam and it gets reported to the Mods.
  Thanks"
188,ADMINISTRATION,Announcements,Spam posts,Drew,"November 25, 2012",There are a lot of people sitting in internet cafes these days.... I've never deleted so many spammers in such a short time! Please keep reporting these idjuts!
189,ADMINISTRATION,Announcements,Spam posts,CamDiver,"November 26, 2012","Here's another one, true Dirtbag!
  http://wetpixel.com/forums/index.php?showtopic=48624
  M"
190,ADMINISTRATION,Announcements,Spam posts,adamhanlon,"December 4, 2012","Hi again all,
  A quick situation report.
  We have created new rules that should deal with most of the spammers. We are getting over 50/day trying to join the site. Hopefully our new membership rules will stop them.
  An unfortunate by-product of this is that the board seems to be occasionally deleting threads and/or posts. If this happens to you, or you notice it, please send me a PM and I will reinstate them. Suffice to say that we are trying to fix this too.
  Thanks for your patience.
  Adam"
